experiment_id,sentence,pattern,backend_label,noise_kind,noise_level,expected_indices,top_indices,overlap,success_prob
9,humberto revisou o codigo antigo mas nao conseguiu encontrar o erro,humberto,simulator-combined-ultra-low,combined,ultra-low,0,0,1,0.681641
9,humberto revisou o codigo antigo mas nao conseguiu encontrar o erro,humberto,simulator-combined-low,combined,low,0,0,1,0.033691
9,humberto revisou o codigo antigo mas nao conseguiu encontrar o erro,humberto,simulator-combined-medium,combined,medium,0,37,0,0.013672
9,humberto revisou o codigo antigo mas nao conseguiu encontrar o erro,humberto,simulator-combined-high,combined,high,0,28,0,0.015625
9,humberto revisou o codigo antigo mas nao conseguiu encontrar o erro,humberto,simulator-combined-very-high,combined,very-high,0,20,0,0.022949
9,humberto revisou o codigo antigo mas nao conseguiu encontrar o erro,humberto,noisy-sim-ibm_fez,backend_noise,ibm_fez,0,0,1,0.065918
9,humberto revisou o codigo antigo mas nao conseguiu encontrar o erro,humberto,noisy-sim-ibm_torino,backend_noise,ibm_torino,0,0,1,0.150879
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,ideal-simulator,ideal,none,48,48,1,0.996094
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-amplitude-ultra-low,amplitude,ultra-low,48,48,1,0.850098
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-amplitude-low,amplitude,low,48,48,1,0.185547
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-amplitude-medium,amplitude,medium,48,15,0,0.011230
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-amplitude-high,amplitude,high,48,15,0,0.009277
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-amplitude-very-high,amplitude,very-high,48,8,0,0.015137
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-phase-ultra-low,phase,ultra-low,48,48,1,0.931152
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-phase-low,phase,low,48,48,1,0.532715
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-phase-medium,phase,medium,48,48,1,0.061035
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-phase-high,phase,high,48,32,0,0.013672
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-phase-very-high,phase,very-high,48,27,0,0.013672
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-depolarizing-ultra-low,depolarizing,ultra-low,48,48,1,0.844727
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-depolarizing-low,depolarizing,low,48,48,1,0.172363
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-depolarizing-medium,depolarizing,medium,48,27,0,0.014648
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-depolarizing-high,depolarizing,high,48,27,0,0.013672
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-depolarizing-very-high,depolarizing,very-high,48,27,0,0.013672
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-combined-ultra-low,combined,ultra-low,48,48,1,0.681641
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-combined-low,combined,low,48,48,1,0.029297
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-combined-medium,combined,medium,48,31,0,0.013184
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-combined-high,combined,high,48,22,0,0.015625
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,simulator-combined-very-high,combined,very-high,48,19,0,0.020996
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,noisy-sim-ibm_fez,backend_noise,ibm_fez,48,48,1,0.057617
10,a luz do fim da tarde iluminava as montanhas no horizonte,horizonte,noisy-sim-ibm_torino,backend_noise,ibm_torino,48,48,1,0.157715
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,ideal-simulator,ideal,none,23,23,1,0.997070
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-amplitude-ultra-low,amplitude,ultra-low,23,23,1,0.848145
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-amplitude-low,amplitude,low,23,23,1,0.214355
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-amplitude-medium,amplitude,medium,23,40,0,0.010742
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-amplitude-high,amplitude,high,23,40,0,0.007812
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-amplitude-very-high,amplitude,very-high,23,32,0,0.015137
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-phase-ultra-low,phase,ultra-low,23,23,1,0.935547
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-phase-low,phase,low,23,23,1,0.541992
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-phase-medium,phase,medium,23,23,1,0.064453
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-phase-high,phase,high,23,27,0,0.016602
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-phase-very-high,phase,very-high,23,27,0,0.012695
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-depolarizing-ultra-low,depolarizing,ultra-low,23,23,1,0.842773
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-depolarizing-low,depolarizing,low,23,23,1,0.213867
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-depolarizing-medium,depolarizing,medium,23,27,0,0.013672
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-depolarizing-high,depolarizing,high,23,27,0,0.012695
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-depolarizing-very-high,depolarizing,very-high,23,27,0,0.012695
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-combined-ultra-low,combined,ultra-low,23,23,1,0.672852
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-combined-low,combined,low,23,23,1,0.035156
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-combined-medium,combined,medium,23,40,0,0.010742
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-combined-high,combined,high,23,32,0,0.016113
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,simulator-combined-very-high,combined,very-high,23,20,0,0.015625
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,noisy-sim-ibm_fez,backend_noise,ibm_fez,23,23,1,0.063965
11,eu encontrei uma caixa misteriosa no sotao e decidi abrir,misteriosa,noisy-sim-ibm_torino,backend_noise,ibm_torino,23,23,1,0.173828
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,ideal-simulator,ideal,none,51,51,1,0.996094
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-amplitude-ultra-low,amplitude,ultra-low,51,51,1,0.847656
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-amplitude-low,amplitude,low,51,51,1,0.189941
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-amplitude-medium,amplitude,medium,51,12,0,0.006836
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-amplitude-high,amplitude,high,51,12,0,0.006348
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-amplitude-very-high,amplitude,very-high,51,8,0,0.007324
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-phase-ultra-low,phase,ultra-low,51,51,1,0.929199
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-phase-low,phase,low,51,51,1,0.536621
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-phase-medium,phase,medium,51,51,1,0.057129
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-phase-high,phase,high,51,51,1,0.023926
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-phase-very-high,phase,very-high,51,27,0,0.019043
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-depolarizing-ultra-low,depolarizing,ultra-low,51,51,1,0.842773
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-depolarizing-low,depolarizing,low,51,51,1,0.179688
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-depolarizing-medium,depolarizing,medium,51,27,0,0.020508
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-depolarizing-high,depolarizing,high,51,27,0,0.019043
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-depolarizing-very-high,depolarizing,very-high,51,27,0,0.019043
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-combined-ultra-low,combined,ultra-low,51,51,1,0.677734
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-combined-low,combined,low,51,51,1,0.029297
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-combined-medium,combined,medium,51,22,0,0.011230
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-combined-high,combined,high,51,22,0,0.011230
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,simulator-combined-very-high,combined,very-high,51,19,0,0.011719
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,noisy-sim-ibm_fez,backend_noise,ibm_fez,51,51,1,0.057129
12,o vento frio daquela manha balancava as arvores da rua inteira,rua,noisy-sim-ibm_torino,backend_noise,ibm_torino,51,51,1,0.147949
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,ideal-simulator,ideal,none,56,56,1,0.996094
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-amplitude-ultra-low,amplitude,ultra-low,56,56,1,0.847656
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-amplitude-low,amplitude,low,56,56,1,0.194824
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-amplitude-medium,amplitude,medium,56,7,0,0.012695
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-amplitude-high,amplitude,high,56,15,0,0.008789
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-amplitude-very-high,amplitude,very-high,56,0,0,0.014160
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-phase-ultra-low,phase,ultra-low,56,56,1,0.929688
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-phase-low,phase,low,56,56,1,0.530273
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-phase-medium,phase,medium,56,56,1,0.060547
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-phase-high,phase,high,56,32,0,0.020996
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-phase-very-high,phase,very-high,56,27,0,0.017090
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-depolarizing-ultra-low,depolarizing,ultra-low,56,56,1,0.838867
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-depolarizing-low,depolarizing,low,56,56,1,0.182129
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-depolarizing-medium,depolarizing,medium,56,27,0,0.017090
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-depolarizing-high,depolarizing,high,56,27,0,0.017090
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-depolarizing-very-high,depolarizing,very-high,56,27,0,0.017090
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-combined-ultra-low,combined,ultra-low,56,56,1,0.679199
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-combined-low,combined,low,56,56,1,0.032715
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-combined-medium,combined,medium,56,22,0,0.012207
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-combined-high,combined,high,56,2,0,0.014648
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,simulator-combined-very-high,combined,very-high,56,19,0,0.019043
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,noisy-sim-ibm_fez,backend_noise,ibm_fez,56,56,1,0.062012
13,as paginas do caderno velho estavam cheias de anotacoes importantes,importantes,noisy-sim-ibm_torino,backend_noise,ibm_torino,56,56,1,0.170898
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,ideal-simulator,ideal,none,49,49,1,0.996094
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-amplitude-ultra-low,amplitude,ultra-low,49,49,1,0.848633
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-amplitude-low,amplitude,low,49,49,1,0.184082
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-amplitude-medium,amplitude,medium,49,12,0,0.008789
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-amplitude-high,amplitude,high,49,12,0,0.008301
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-amplitude-very-high,amplitude,very-high,49,8,0,0.009766
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-phase-ultra-low,phase,ultra-low,49,49,1,0.931152
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-phase-low,phase,low,49,49,1,0.533691
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-phase-medium,phase,medium,49,49,1,0.058594
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-phase-high,phase,high,49,37,0,0.018555
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-phase-very-high,phase,very-high,49,27,0,0.014648
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-depolarizing-ultra-low,depolarizing,ultra-low,49,49,1,0.842285
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-depolarizing-low,depolarizing,low,49,49,1,0.173340
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-depolarizing-medium,depolarizing,medium,49,27,0,0.014648
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-depolarizing-high,depolarizing,high,49,27,0,0.014648
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-depolarizing-very-high,depolarizing,very-high,49,27,0,0.014648
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-combined-ultra-low,combined,ultra-low,49,49,1,0.679688
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-combined-low,combined,low,49,49,1,0.033691
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-combined-medium,combined,medium,49,22,0,0.010742
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-combined-high,combined,high,49,2,0,0.011719
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,simulator-combined-very-high,combined,very-high,49,19,0,0.015137
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,noisy-sim-ibm_fez,backend_noise,ibm_fez,49,49,1,0.054688
14,sergio e humberto discutiam sobre quem cozinhava melhor,melhor,noisy-sim-ibm_torino,backend_noise,ibm_torino,49,49,1,0.150879
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,ideal-simulator,ideal,none,61,61,1,0.996582
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-amplitude-ultra-low,amplitude,ultra-low,61,61,1,0.848145
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-amplitude-low,amplitude,low,61,61,1,0.197754
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-amplitude-medium,amplitude,medium,61,16,0,0.007324
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-amplitude-high,amplitude,high,61,0,0,0.006836
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-amplitude-very-high,amplitude,very-high,61,0,0,0.005859
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-phase-ultra-low,phase,ultra-low,61,61,1,0.930664
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-phase-low,phase,low,61,61,1,0.521973
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-phase-medium,phase,medium,61,61,1,0.058105
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-phase-high,phase,high,61,21,0,0.015137
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-phase-very-high,phase,very-high,61,27,0,0.013672
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-depolarizing-ultra-low,depolarizing,ultra-low,61,61,1,0.839844
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-depolarizing-low,depolarizing,low,61,61,1,0.187500
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-depolarizing-medium,depolarizing,medium,61,27,0,0.013672
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-depolarizing-high,depolarizing,high,61,27,0,0.013672
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-depolarizing-very-high,depolarizing,very-high,61,27,0,0.013672
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-combined-ultra-low,combined,ultra-low,61,61,1,0.673828
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-combined-low,combined,low,61,61,1,0.031250
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-combined-medium,combined,medium,61,2,0,0.010742
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-combined-high,combined,high,61,2,0,0.011230
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,simulator-combined-very-high,combined,very-high,61,19,0,0.008789
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,noisy-sim-ibm_fez,backend_noise,ibm_fez,61,61,1,0.056152
15,o laboratorio estava silencioso enquanto todos analisavam os dados,dados,noisy-sim-ibm_torino,backend_noise,ibm_torino,61,61,1,0.159180
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,ideal-simulator,ideal,none,18,18,1,0.997559
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-amplitude-ultra-low,amplitude,ultra-low,18,18,1,0.850098
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-amplitude-low,amplitude,low,18,18,1,0.206543
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-amplitude-medium,amplitude,medium,18,35,0,0.009277
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-amplitude-high,amplitude,high,18,37,0,0.005859
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-amplitude-very-high,amplitude,very-high,18,32,0,0.013672
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-phase-ultra-low,phase,ultra-low,18,18,1,0.938477
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-phase-low,phase,low,18,18,1,0.539551
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-phase-medium,phase,medium,18,18,1,0.062012
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-phase-high,phase,high,18,27,0,0.020508
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-phase-very-high,phase,very-high,18,27,0,0.018555
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-depolarizing-ultra-low,depolarizing,ultra-low,18,18,1,0.841309
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-depolarizing-low,depolarizing,low,18,18,1,0.201660
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-depolarizing-medium,depolarizing,medium,18,27,0,0.018555
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-depolarizing-high,depolarizing,high,18,27,0,0.018555
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-depolarizing-very-high,depolarizing,very-high,18,27,0,0.018555
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-combined-ultra-low,combined,ultra-low,18,18,1,0.673340
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-combined-low,combined,low,18,18,1,0.033203
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-combined-medium,combined,medium,18,37,0,0.011230
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-combined-high,combined,high,18,28,0,0.017578
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,simulator-combined-very-high,combined,very-high,18,20,0,0.019043
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,noisy-sim-ibm_fez,backend_noise,ibm_fez,18,18,1,0.063477
16,eu estava sentado observando o ceu quando uma ideia surgiu de repente,observando,noisy-sim-ibm_torino,backend_noise,ibm_torino,18,18,1,0.175293
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,ideal-simulator,ideal,none,23,23,1,0.997070
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-amplitude-ultra-low,amplitude,ultra-low,23,23,1,0.848145
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-amplitude-low,amplitude,low,23,23,1,0.214355
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-amplitude-medium,amplitude,medium,23,40,0,0.010742
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-amplitude-high,amplitude,high,23,40,0,0.007812
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-amplitude-very-high,amplitude,very-high,23,32,0,0.015137
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-phase-ultra-low,phase,ultra-low,23,23,1,0.935547
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-phase-low,phase,low,23,23,1,0.541992
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-phase-medium,phase,medium,23,23,1,0.064453
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-phase-high,phase,high,23,27,0,0.016602
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-phase-very-high,phase,very-high,23,27,0,0.012695
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-depolarizing-ultra-low,depolarizing,ultra-low,23,23,1,0.842773
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-depolarizing-low,depolarizing,low,23,23,1,0.213867
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-depolarizing-medium,depolarizing,medium,23,27,0,0.013672
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-depolarizing-high,depolarizing,high,23,27,0,0.012695
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-depolarizing-very-high,depolarizing,very-high,23,27,0,0.012695
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-combined-ultra-low,combined,ultra-low,23,23,1,0.672852
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-combined-low,combined,low,23,23,1,0.035156
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-combined-medium,combined,medium,23,40,0,0.010742
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-combined-high,combined,high,23,32,0,0.016113
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,simulator-combined-very-high,combined,very-high,23,20,0,0.015625
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,noisy-sim-ibm_fez,backend_noise,ibm_fez,23,23,1,0.063965
17,os estudantes passaram horas tentando resolver um desafio dificil,horas,noisy-sim-ibm_torino,backend_noise,ibm_torino,23,23,1,0.173828
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,ideal-simulator,ideal,none,32,32,1,0.996094
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-amplitude-ultra-low,amplitude,ultra-low,32,32,1,0.848145
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-amplitude-low,amplitude,low,32,32,1,0.215332
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-amplitude-medium,amplitude,medium,32,29,0,0.008301
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-amplitude-high,amplitude,high,32,21,0,0.005371
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-amplitude-very-high,amplitude,very-high,32,20,0,0.015137
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-phase-ultra-low,phase,ultra-low,32,32,1,0.935547
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-phase-low,phase,low,32,32,1,0.544922
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-phase-medium,phase,medium,32,32,1,0.070312
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-phase-high,phase,high,32,32,1,0.023438
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-phase-very-high,phase,very-high,32,27,0,0.018555
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-depolarizing-ultra-low,depolarizing,ultra-low,32,32,1,0.842285
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-depolarizing-low,depolarizing,low,32,32,1,0.218750
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-depolarizing-medium,depolarizing,medium,32,27,0,0.020996
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-depolarizing-high,depolarizing,high,32,27,0,0.018555
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-depolarizing-very-high,depolarizing,very-high,32,27,0,0.018555
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-combined-ultra-low,combined,ultra-low,32,32,1,0.675781
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-combined-low,combined,low,32,32,1,0.042480
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-combined-medium,combined,medium,32,23,0,0.014160
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-combined-high,combined,high,32,2,0,0.014648
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,simulator-combined-very-high,combined,very-high,32,19,0,0.018066
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,noisy-sim-ibm_fez,backend_noise,ibm_fez,32,32,1,0.067383
18,um livro raro foi encontrado na biblioteca por acaso,biblioteca,noisy-sim-ibm_torino,backend_noise,ibm_torino,32,32,1,0.168457
19,a chuva fina caiu sobre a cidade deixando tudo brilhando,chuva,ideal-simulator,ideal,none,2,2,1,0.996094
19,a chuva fina caiu sobre a cidade deixando tudo brilhando,chuva,simulator-amplitude-ultra-low,amplitude,ultra-low,2,2,1,0.850098
19,a chuva fina caiu sobre a cidade deixando tudo brilhando,chuva,simulator-amplitude-low,amplitude,low,2,2,1,0.198730
19,a chuva fina caiu sobre a cidade deixando tudo brilhando,chuva,simulator-amplitude-medium,amplitude,medium,2,61,0,0.008301
19,a chuva fina caiu sobre a cidade deixando tudo brilhando,chuva,simulator-amplitude-high,amplitude,high,2,35,0,0.008301
19,a chuva fina caiu sobre a cidade deixando tudo brilhando,chuva,simulator-amplitude-very-high,amplitude,very-high,2,48,0,0.016602
19,a chuva fina caiu sobre a cidade deixando tudo brilhando,chuva,simulator-phase-ultra-low,phase,ultra-low,2,2,1,0.938477
19,a chuva fina caiu sobre a cidade deixando tudo brilhando,chuva,simulator-phase-low,phase,low,2,2,1,0.539551
19,a chuva fina caiu sobre a cidade deixando tudo brilhando,chuva,simulator-phase-medium,phase,medium,2,2,1,0.063965
